t,actual,regular
94,0.58999968,0.58999968
95,0.58999968,0.58999968
96,0.58999968,0.58999968
97,0.58999968,0.58999968
98,0.58999968,0.58999968
99,0.58999968,0.58999968
100,0.58999968,0.58999968
101,0.58999968,0.58999968
102,0.58999968,0.58999968
103,0.58999968,0.58999968
104,0.58999968,0.58999968
105,0.58999968,0.58999968
106,0.58999968,0.58999968
107,0.58999968,0.58999968
108,0.58999968,0.58999968
109,0.58999968,0.58999968
110,0.58999968,0.58999968
111,0.58999968,0.58999968
112,0.58999968,0.58999968
113,0.58999968,0.58999968
114,0.58999968,0.58999968
115,0.58999968,0.58999968
116,0.58999968,0.58999968
117,0.58999968,0.58999968
118,0.58999968,0.58999968
119,0.58999968,0.58999968
120,0.58999968,0.58999968
121,0.58999968,0.58999968
122,0.58999968,0.58999968
123,0.58999968,0.58999968
124,0.58999968,0.58999968
125,0.58999968,0.58999968
126,0.58999968,0.58999968
127,0.58999968,0.58999968
128,0.58999968,0.58999968
129,0.58999968,0.58999968
130,0.58999968,0.58999968
131,0.58999968,0.58999968
132,0.58999968,0.58999968
133,0.58999968,0.58999968
134,0.58999968,0.58999968
135,0.58999968,0.58999968
136,0.58999968,0.58999968
137,0.58999968,0.58999968
138,0.58999968,0.58999968
139,0.58999968,0.58999968
140,0.58999968,0.58999968
141,0.58999968,0.58999968
142,0.58999968,0.58999968
143,0.58999968,0.58999968
144,0.58999968,0.58999968
145,0.58999968,0.58999968
146,0.58999968,0.58999968
147,0.58999968,0.58999968
148,0.58999968,0.58999968
149,0.58999968,0.58999968
150,0.58999968,0.58999968
151,0.58999968,0.58999968
152,0.58999968,0.58999968
153,0.58999968,0.58999968
154,0.58999968,0.58999968
155,0.58999968,0.58999968
156,0.58999968,0.58999968
157,0.58999968,0.58999968
158,0.58999968,0.58999968
159,0.58999968,0.58999968
160,0.58999968,0.58999968
161,0.58999968,0.58999968
162,0.58999968,0.58999968
163,0.58999968,0.58999968
164,0.58999968,0.58999968
165,0.58999968,0.58999968
166,0.58999968,0.58999968
167,0.58999968,0.58999968
168,0.58999968,0.58999968
169,0.58999968,0.58999968
170,0.58999968,0.58999968
171,0.58999968,0.58999968
172,0.58999968,0.58999968
173,0.58999968,0.58999968
174,0.58999968,0.58999968
175,0.58999968,0.58999968
176,0.58999968,0.58999968
177,0.58999968,0.58999968
178,0.58999968,0.58999968
179,0.58999968,0.58999968
180,0.58999968,0.58999968
181,0.58999968,0.58999968
182,0.58999968,0.58999968
183,0.58999968,0.58999968
184,0.58999968,0.58999968
185,0.58999968,0.58999968
186,0.58999968,0.58999968
187,0.58999968,0.58999968
188,0.58999968,0.58999968
189,0.58999968,0.58999968
190,0.58999968,0.58999968
191,0.58999968,0.58999968
192,0.58999968,0.58999968
193,0.58999968,0.58999968
194,0.58999968,0.58999968
195,0.58999968,0.58999968
196,0.58999968,0.58999968
197,0.58999968,0.58999968
198,0.58999968,0.58999968
199,0.58999968,0.58999968
200,0.58999968,0.58999968
201,0.58999968,0.58999968
202,0.58999968,0.58999968
203,0.58999968,0.58999968
204,0.58999968,0.58999968
205,0.58999968,0.58999968
206,0.58999968,0.58999968
207,0.58999968,0.58999968
208,0.58999968,0.58999968
209,0.58999968,0.58999968
210,0.58999968,0.58999968
211,0.58999968,0.58999968
212,0.58999968,0.58999968
213,0.58999968,0.58999968
214,0.58999968,0.58999968
215,0.58999968,0.58999968
216,0.58999968,0.58999968
217,0.58999968,0.58999968
218,0.58999968,0.58999968
219,0.58999968,0.58999968
220,0.58999968,0.58999968
221,0.58999968,0.58999968
222,0.58999968,0.58999968
223,0.58999968,0.58999968
224,0.58999968,0.58999968
225,0.58999968,0.58999968
226,0.58999968,0.58999968
227,0.58999968,0.58999968
228,0.58999968,0.58999968
229,0.58999968,0.58999968
230,0.58999968,0.58999968
231,0.58999968,0.58999968
232,0.58999968,0.58999968
233,0.58999968,0.58999968
234,0.58999968,0.58999968
235,0.58999968,0.58999968
236,0.58999968,0.58999968
237,0.58999968,0.58999968
238,0.58999968,0.58999968
239,0.58999968,0.58999968
240,0.58999968,0.58999968
241,0.58999968,0.58999968
242,0.58999968,0.58999968
243,0.58999968,0.58999968
244,0.58999968,0.58999968
245,0.58999968,0.58999968
246,0.58999968,0.58999968
247,0.58999968,0.58999968
248,0.58999968,0.58999968
249,0.58999968,0.58999968
250,0.58999968,0.58999968
251,0.58999968,0.58999968
252,0.58999968,0.58999968
253,0.58999968,0.58999968
254,0.58999968,0.58999968
255,0.58999968,0.58999968
256,0.58999968,0.58999968
257,0.58999968,0.58999968
258,0.58999968,0.58999968
259,0.58999968,0.58999968
260,0.58999968,0.58999968
261,0.58999968,0.58999968
262,0.58999968,0.58999968
263,0.58999968,0.58999968
264,0.58999968,0.58999968
265,0.58999968,0.58999968
266,0.58999968,0.58999968
267,0.58999968,0.58999968
268,0.58999968,0.58999968
269,0.58999968,0.58999968
270,0.58999968,0.58999968
271,0.58999968,0.58999968
272,0.58999968,0.58999968
273,0.58999968,0.58999968
274,0.58999968,0.58999968
275,0.58999968,0.58999968
276,0.58999968,0.58999968
277,0.58999968,0.58999968
278,0.58999968,0.58999968
279,0.58999968,0.58999968
280,0.58999968,0.58999968
281,0.58999968,0.58999968
282,0.58999968,0.58999968
283,0.58999968,0.58999968
284,0.58999968,0.58999968
285,0.58999968,0.58999968
286,0.58999968,0.58999968
287,0.58999968,0.58999968
288,0.58999968,0.58999968
289,0.58999968,0.58999968
290,0.58999968,0.58999968
291,0.58999968,0.58999968
292,0.58999968,0.58999968
293,0.58999968,0.58999968
294,0.58999968,0.58999968
295,0.6699996,0.6699996
296,0.6699996,0.6699996
297,0.6699996,0.6699996
298,0.6699996,0.6699996
299,0.6699996,0.6699996
300,0.6699996,0.6699996
301,0.6699996,0.6699996
302,0.6699996,0.6699996
303,0.6699996,0.6699996
304,0.6699996,0.6699996
305,0.6699996,0.6699996
306,0.6699996,0.6699996
307,0.6699996,0.6699996
308,0.6699996,0.6699996
309,0.6699996,0.6699996
310,0.6699996,0.6699996
311,0.6699996,0.6699996
312,0.6699996,0.6699996
313,0.6699996,0.6699996
314,0.6699996,0.6699996
315,0.6699996,0.6699996
316,0.6699996,0.6699996
317,0.6699996,0.6699996
318,0.6699996,0.6699996
319,0.6699996,0.6699996
320,0.6699996,0.6699996
321,0.6699996,0.6699996
322,0.6699996,0.6699996
323,0.6699996,0.6699996
324,0.6699996,0.6699996
325,0.6699996,0.6699996
326,0.6699996,0.6699996
327,0.6699996,0.6699996
328,0.6699996,0.6699996
329,0.6699996,0.6699996
330,0.6699996,0.6699996
331,0.6699996,0.6699996
332,0.6699996,0.6699996
333,0.6699996,0.6699996
334,0.6699996,0.6699996
335,0.6699996,0.6699996
336,0.6699996,0.6699996
337,0.6699996,0.6699996
338,0.6699996,0.6699996
339,0.6699996,0.6699996
340,0.6699996,0.6699996
341,0.6699996,0.6699996
342,0.6699996,0.6699996
343,0.6699996,0.6699996
344,0.6699996,0.6699996
345,0.6699996,0.6699996
346,0.6699996,0.6699996
347,0.6699996,0.6699996
348,0.6699996,0.6699996
349,0.6699996,0.6699996
350,0.6699996,0.6699996
351,0.6699996,0.6699996
352,0.6699996,0.6699996
353,0.6699996,0.6699996
354,0.6699996,0.6699996
355,0.6699996,0.6699996
356,0.6699996,0.6699996
357,0.6699996,0.6699996
358,0.6699996,0.6699996
359,0.6699996,0.6699996
360,0.6699996,0.6699996
361,0.6699996,0.6699996
362,0.6699996,0.6699996
363,0.6699996,0.6699996
364,0.6699996,0.6699996
365,0.6699996,0.6699996
366,0.6699996,0.6699996
367,0.6699996,0.6699996
368,0.6699996,0.6699996
369,0.6699996,0.6699996
370,0.6699996,0.6699996
371,0.6699996,0.6699996
372,0.6699996,0.6699996
373,0.6699996,0.6699996
374,0.6699996,0.6699996
375,0.6699996,0.6699996
376,0.6699996,0.6699996
377,0.6699996,0.6699996
378,0.6699996,0.6699996
379,0.6699996,0.6699996
380,0.6699996,0.6699996
381,0.6699996,0.6699996
382,0.6699996,0.6699996
383,0.6699996,0.6699996
384,0.6699996,0.6699996
385,0.6699996,0.6699996
386,0.6699996,0.6699996
387,0.6699996,0.6699996
388,0.6699996,0.6699996
389,0.6699996,0.6699996
390,0.6699996,0.6699996
391,0.6699996,0.6699996
392,0.6699996,0.6699996
393,0.6699996,0.6699996
394,0.6699996,0.6699996
395,0.6699996,0.6699996
396,0.6699996,0.6699996
397,0.6699996,0.6699996
398,0.6699996,0.6699996
399,0.6699996,0.6699996
400,0.6699996,0.6699996
401,0.6699996,0.6699996
402,0.6699996,0.6699996
403,0.6699996,0.6699996
404,0.6699996,0.6699996
405,0.6699996,0.6699996
406,0.6699996,0.6699996
407,0.6699996,0.6699996
408,0.6699996,0.6699996
409,0.6699996,0.6699996
410,0.6699996,0.6699996
411,0.6699996,0.6699996
412,0.6699996,0.6699996
413,0.6699996,0.6699996
414,0.6699996,0.6699996
415,0.6699996,0.6699996
416,0.6699996,0.6699996
417,0.6699996,0.6699996
418,0.6699996,0.6699996
419,0.6699996,0.6699996
420,0.6699996,0.6699996
421,0.6699996,0.6699996
422,0.6699996,0.6699996
423,0.6699996,0.6699996
424,0.6699996,0.6699996
425,0.6699996,0.6699996
426,0.6699996,0.6699996
427,0.6699996,0.6699996
428,0.6699996,0.6699996
429,0.6699996,0.6699996
430,0.6699996,0.6699996
431,0.6699996,0.6699996
432,0.6699996,0.6699996
433,0.6699996,0.6699996
434,0.6699996,0.6699996
435,0.6699996,0.6699996
436,0.6699996,0.6699996
437,0.6699996,0.6699996
438,0.6699996,0.6699996
439,0.6699996,0.6699996
440,0.6699996,0.6699996
441,0.6699996,0.6699996
442,0.6699996,0.6699996
443,0.6699996,0.6699996
444,0.6699996,0.6699996
445,0.6699996,0.6699996
446,0.6699996,0.6699996
447,0.6699996,0.6699996
448,0.6699996,0.6699996
449,0.6699996,0.6699996
450,0.6699996,0.6699996
451,0.6699996,0.6699996
452,0.6699996,0.6699996
453,0.6699996,0.6699996
454,0.6699996,0.6699996
455,0.6699996,0.6699996
456,0.6699996,0.6699996
457,0.6699996,0.6699996
458,0.6699996,0.6699996
459,0.6699996,0.6699996
460,0.6699996,0.6699996
461,0.6699996,0.6699996
462,0.6699996,0.6699996
463,0.6699996,0.6699996
464,0.6699996,0.6699996
465,0.6699996,0.6699996
466,0.6699996,0.6699996
467,0.6699996,0.6699996
468,0.6699996,0.6699996
469,0.6699996,0.6699996
470,0.6699996,0.6699996
471,0.6699996,0.6699996
472,0.6699996,0.6699996
473,0.6699996,0.6699996
474,0.6699996,0.6699996
475,0.6699996,0.6699996
476,0.6699996,0.6699996
477,0.6699996,0.6699996
478,0.6699996,0.6699996
479,0.6699996,0.6699996
480,0.6699996,0.6699996
481,0.6699996,0.6699996
482,0.6699996,0.6699996
483,0.6699996,0.6699996
484,0.6699996,0.6699996
485,0.6699996,0.6699996
486,0.6699996,0.6699996
487,0.6699996,0.6699996
488,0.6699996,0.6699996
489,0.6699996,0.6699996
490,0.6699996,0.6699996
491,0.6699996,0.6699996
492,0.6699996,0.6699996
493,0.6699996,0.6699996
494,0.6699996,0.6699996
495,0.6699996,0.6699996
496,0.6699996,0.6699996
497,0.6699996,0.6699996
498,0.6699996,0.6699996
499,0.6699996,0.6699996
500,0.6699996,0.6699996
501,0.6699996,0.6699996
502,0.6699996,0.6699996
503,0.6699996,0.6699996
504,0.6699996,0.6699996
505,0.6699996,0.6699996
506,0.6699996,0.6699996
507,0.6699996,0.6699996
508,0.6699996,0.6699996
509,0.6699996,0.6699996
510,0.6699996,0.6699996
511,0.6699996,0.6699996
512,0.6699996,0.6699996
513,0.6699996,0.6699996
514,0.6699996,0.6699996
515,0.6699996,0.6699996
516,0.6699996,0.6699996
517,0.6699996,0.6699996
518,0.6699996,0.6699996
519,0.6699996,0.6699996
520,0.6699996,0.6699996
521,0.6699996,0.6699996
522,0.6699996,0.6699996
523,0.6699996,0.6699996
524,0.6699996,0.6699996
525,0.6699996,0.6699996
526,0.6699996,0.6699996
527,0.6699996,0.6699996
528,0.6699996,0.6699996
529,0.6699996,0.6699996
530,0.6699996,0.6699996
531,0.6699996,0.6699996
532,0.6699996,0.6699996
533,0.6699996,0.6699996
534,0.6699996,0.6699996
535,0.6699996,0.6699996
536,0.6699996,0.6699996
537,0.6699996,0.6699996
538,0.6699996,0.6699996
539,0.6699996,0.6699996
540,0.6699996,0.6699996
541,0.6699996,0.6699996
542,0.6699996,0.6699996
543,0.6699996,0.6699996
544,0.6699996,0.6699996
545,0.6699996,0.6699996
546,0.6699996,0.6699996
547,0.6699996,0.6699996
548,0.6699996,0.6699996
549,0.6699996,0.6699996
550,0.6699996,0.6699996
551,0.6699996,0.6699996
552,0.6699996,0.6699996
553,0.6699996,0.6699996
554,0.6699996,0.6699996
555,0.6699996,0.6699996
556,0.6699996,0.6699996
557,0.6699996,0.6699996
558,0.6699996,0.6699996
559,0.6699996,0.6699996
560,0.6699996,0.6699996
561,0.6699996,0.6699996
562,0.6699996,0.6699996
563,0.6699996,0.6699996
564,0.6699996,0.6699996
565,0.6699996,0.6699996
566,0.6699996,0.6699996
567,0.6699996,0.6699996
568,0.6699996,0.6699996
569,0.6699996,0.6699996
570,0.6699996,0.6699996
571,0.6699996,0.6699996
572,0.6699996,0.6699996
573,0.6699996,0.6699996
574,0.6699996,0.6699996
575,0.68999958,0.68999958
576,0.68999958,0.68999958
577,0.68999958,0.68999958
578,0.68999958,0.68999958
579,0.68999958,0.68999958
580,0.68999958,0.68999958
581,0.68999958,0.68999958
582,0.68999958,0.68999958
583,0.68999958,0.68999958
584,0.68999958,0.68999958
585,0.68999958,0.68999958
586,0.68999958,0.68999958
587,0.68999958,0.68999958
588,0.68999958,0.68999958
589,0.68999958,0.68999958
590,0.68999958,0.68999958
591,0.68999958,0.68999958
592,0.68999958,0.68999958
593,0.68999958,0.68999958
594,0.68999958,0.68999958
595,0.68999958,0.68999958
596,0.68999958,0.68999958
597,0.68999958,0.68999958
598,0.68999958,0.68999958
599,0.68999958,0.68999958
600,0.68999958,0.68999958
601,0.68999958,0.68999958
602,0.68999958,0.68999958
603,0.68999958,0.68999958
604,0.68999958,0.68999958
605,0.68999958,0.68999958
606,0.68999958,0.68999958
607,0.68999958,0.68999958
608,0.68999958,0.68999958
609,0.68999958,0.68999958
610,0.68999958,0.68999958
611,0.68999958,0.68999958
612,0.68999958,0.68999958
613,0.68999958,0.68999958
614,0.68999958,0.68999958
615,0.68999958,0.68999958
616,0.68999958,0.68999958
617,0.64999962,0.64999962
618,0.64999962,0.64999962
619,0.64999962,0.64999962
620,0.64999962,0.64999962
621,0.64999962,0.64999962
622,0.64999962,0.64999962
623,0.64999962,0.64999962
624,0.64999962,0.64999962
625,0.64999962,0.64999962
626,0.64999962,0.64999962
627,0.64999962,0.64999962
628,0.64999962,0.64999962
629,0.64999962,0.64999962
630,0.64999962,0.64999962
631,0.64999962,0.64999962
632,0.64999962,0.64999962
633,0.64999962,0.64999962
634,0.64999962,0.64999962
635,0.64999962,0.64999962
636,0.64999962,0.64999962
637,0.64999962,0.64999962
638,0.64999962,0.64999962
639,0.64999962,0.64999962
640,0.64999962,0.64999962
641,0.64999962,0.64999962
642,0.64999962,0.64999962
643,0.64999962,0.64999962
644,0.64999962,0.64999962
645,0.64999962,0.64999962
646,0.64999962,0.64999962
647,0.64999962,0.64999962
648,0.64999962,0.64999962
649,0.64999962,0.64999962
650,0.64999962,0.64999962
651,0.64999962,0.64999962
652,0.64999962,0.64999962
653,0.64999962,0.64999962
654,0.64999962,0.64999962
655,0.64999962,0.64999962
656,0.64999962,0.64999962
657,0.64999962,0.64999962
658,0.64999962,0.64999962
659,0.64999962,0.64999962
660,0.64999962,0.64999962
661,0.64999962,0.64999962
662,0.64999962,0.64999962
663,0.64999962,0.64999962
664,0.64999962,0.64999962
665,0.64999962,0.64999962
666,0.64999962,0.64999962
667,0.64999962,0.64999962
668,0.64999962,0.64999962
669,0.64999962,0.64999962
670,0.64999962,0.64999962
671,0.64999962,0.64999962
672,0.64999962,0.64999962
673,0.64999962,0.64999962
674,0.64999962,0.64999962
675,0.64999962,0.64999962
676,0.64999962,0.64999962
677,0.64999962,0.64999962
678,0.64999962,0.64999962
679,0.64999962,0.64999962
680,0.64999962,0.64999962
681,0.64999962,0.64999962
682,0.64999962,0.64999962
683,0.64999962,0.64999962
684,0.64999962,0.64999962
685,0.64999962,0.64999962
686,0.64999962,0.64999962
687,0.64999962,0.64999962
688,0.64999962,0.64999962
689,0.64999962,0.64999962
690,0.64999962,0.64999962
691,0.64999962,0.64999962
692,0.64999962,0.64999962
693,0.64999962,0.64999962
694,0.64999962,0.64999962
695,0.64999962,0.64999962
696,0.64999962,0.64999962
697,0.64999962,0.64999962
698,0.64999962,0.64999962
699,0.64999962,0.64999962
700,0.64999962,0.64999962
701,0.64999962,0.64999962
702,0.64999962,0.64999962
703,0.64999962,0.64999962
704,0.64999962,0.64999962
705,0.64999962,0.64999962
706,0.64999962,0.64999962
707,0.64999962,0.64999962
708,0.64999962,0.64999962
709,0.64999962,0.64999962
710,0.64999962,0.64999962
711,0.64999962,0.64999962
712,0.64999962,0.64999962
713,0.64999962,0.64999962
714,0.64999962,0.64999962
715,0.64999962,0.64999962
716,0.64999962,0.64999962
717,0.64999962,0.64999962
718,0.64999962,0.64999962
719,0.64999962,0.64999962
720,0.64999962,0.64999962
721,0.64999962,0.64999962
722,0.16999996,0.64999962
723,0.16999996,0.64999962
724,0.16999996,0.64999962
725,0.16999996,0.64999962
726,0.16999996,0.64999962
727,0.16999996,0.64999962
728,0.16999996,0.64999962
729,0.64999962,0.64999962
730,0.64999962,0.64999962
731,0.64999962,0.64999962
732,0.64999962,0.64999962
733,0.64999962,0.64999962
734,0.64999962,0.64999962
735,0.64999962,0.64999962
736,0.64999962,0.64999962
737,0.64999962,0.64999962
738,0.64999962,0.64999962
739,0.25,0.64999962
740,0.25,0.64999962
741,0.64999962,0.64999962
742,0.64999962,0.64999962
743,0.64999962,0.64999962
744,0.64999962,0.64999962
745,0.64999962,0.64999962
746,0.64999962,0.64999962
747,0.64999962,0.64999962
748,0.64999962,0.64999962
749,0.64999962,0.64999962
750,0.64999962,0.64999962
751,0.64999962,0.64999962
752,0.64999962,0.64999962
753,0.64999962,0.64999962
754,0.64999962,0.64999962
755,0.64999962,0.64999962
756,0.64999962,0.64999962
757,0.64999962,0.64999962
758,0.64999962,0.64999962
759,0.64999962,0.64999962
760,0.64999962,0.64999962
761,0.64999962,0.64999962
762,0.64999962,0.64999962
763,0.64999962,0.64999962
764,0.64999962,0.64999962
765,0.64999962,0.64999962
766,0.64999962,0.64999962
767,0.64999962,0.64999962
768,0.64999962,0.64999962
769,0.64999962,0.64999962
770,0.64999962,0.64999962
771,0.64999962,0.64999962
772,0.64999962,0.64999962
773,0.64999962,0.64999962
774,0.64999962,0.64999962
775,0.64999962,0.64999962
776,0.64999962,0.64999962
777,0.64999962,0.64999962
778,0.64999962,0.64999962
779,0.64999962,0.64999962
780,0.64999962,0.64999962
781,0.64999962,0.64999962
782,0.64999962,0.64999962
783,0.64999962,0.64999962
784,0.64999962,0.64999962
